id,estado,motivo,dimensiones_normalizada,guardada,frente_detectado,espalda_detectada
AIM-P002-111.jpg,ok,"logo separado de bloque ancho x[91:703] | frente/espalda fusionados, separados en x=2407",700x453,ok-saved,si,si
AIM-P002-112.jpg,ok,"logo separado de bloque ancho x[15:116] | frente/espalda fusionados, separados en x=397",543x353,ok-saved,si,si
AIM-P002-113.jpg,ok,"logo separado de bloque ancho x[15:115] | frente/espalda fusionados, separados en x=397",547x352,ok-saved,si,si
AIM-P002-114.jpg,ok,"logo separado de bloque ancho x[14:115] | frente/espalda fusionados, separados en x=395",545x352,ok-saved,si,si
AIM-P002-115.jpg,ok,"logo separado de bloque ancho x[15:115] | frente/espalda fusionados, separados en x=397",540x352,ok-saved,si,si
AIM-P002-116.jpg,ok,"logo separado de bloque ancho x[15:115] | frente/espalda fusionados, separados en x=397",543x352,ok-saved,si,si
AIM-P002-117.jpg,ok,"logo separado de bloque ancho x[1:107] | frente/espalda fusionados, separados en x=401",573x370,ok-saved,si,si
AIM-P002-118.jpg,ok,"logo separado de bloque ancho x[15:115] | frente/espalda fusionados, separados en x=397",551x352,ok-saved,si,si
AIM-P002-119.jpg,ok,logo separado de bloque ancho x[91:703],700x453,ok-saved,si,si
AIM-P002-120.jpg,ok,"logo separado de bloque ancho x[15:116] | frente/espalda fusionados, separados en x=400",556x352,ok-saved,si,si
AIM-P003-121.jpg,ok,"logo separado de bloque ancho x[15:116] | frente/espalda fusionados, separados en x=399",548x354,ok-saved,si,si
AIM-P003-122.jpg,ok,"logo separado de bloque ancho x[15:116] | frente/espalda fusionados, separados en x=397",543x352,ok-saved,si,si
AIM-P003-123.jpg,ok,"logo separado de bloque ancho x[14:115] | frente/espalda fusionados, separados en x=395",541x352,ok-saved,si,si
AIM-P003-124.jpg,ok,"logo separado de bloque ancho x[15:115] | frente/espalda fusionados, separados en x=397",547x352,ok-saved,si,si
AIM-P003-125.jpg,ok,"logo separado de bloque ancho x[15:117] | frente/espalda fusionados, separados en x=398",563x352,ok-saved,si,si
AIM-P003-126.jpg,ok,"logo separado de bloque ancho x[15:116] | frente/espalda fusionados, separados en x=397",543x352,ok-saved,si,si
AIM-P003-127.jpg,ok,"logo separado de bloque ancho x[14:115] | frente/espalda fusionados, separados en x=395",545x352,ok-saved,si,si
AIM-P003-128.jpg,ok,"logo separado de bloque ancho x[15:115] | frente/espalda fusionados, separados en x=397",543x352,ok-saved,si,si
AIM-P003-129.jpg,ok,"logo separado de bloque ancho x[15:115] | frente/espalda fusionados, separados en x=397",543x352,ok-saved,si,si
AIM-P003-130.jpg,ok,"logo separado de bloque ancho x[5:109] | frente/espalda fusionados, separados en x=397",563x363,ok-saved,si,si
AIM-P003-131.jpg,ok,"logo separado de bloque ancho x[3:107] | frente/espalda fusionados, separados en x=398",568x367,ok-saved,si,si
AIM-P003-132.jpg,ok,"logo separado de bloque ancho x[15:116] | frente/espalda fusionados, separados en x=398",553x353,ok-saved,si,si
AIM-P003-133.jpg,ok,"logo separado de bloque ancho x[15:115] | frente/espalda fusionados, separados en x=396",541x352,ok-saved,si,si
AIM-P003-134.jpg,ok,logo separado de bloque ancho x[15:22],337x352,ok-saved,si,si
AIM-P003-135.jpg,ok,"logo separado de bloque ancho x[15:116] | frente/espalda fusionados, separados en x=399",543x352,ok-saved,si,si
AIM-P003-136.jpg,ok,"logo separado de bloque ancho x[15:116] | frente/espalda fusionados, separados en x=395",548x352,ok-saved,si,si
AIM-P003-137.jpg,ok,"logo separado de bloque ancho x[91:703] | frente/espalda fusionados, separados en x=2399",700x453,ok-saved,si,si
AIM-P003-138.jpg,ok,"logo separado de bloque ancho x[15:115] | frente/espalda fusionados, separados en x=395",557x355,ok-saved,si,si
AIM-P003-139.jpg,dudoso,logo separado de bloque ancho x[15:116] | espalda no distinguible del fondo (revisar),289x352,ok-saved,si,no
AIM-P003-140.jpg,ok,"logo separado de bloque ancho x[15:116] | frente/espalda fusionados, separados en x=397",548x352,ok-saved,si,si
AIM-P003-141.jpg,ok,"logo separado de bloque ancho x[15:116] | frente/espalda fusionados, separados en x=397",543x352,ok-saved,si,si
AIM-P003-142.jpg,ok,"logo separado de bloque ancho x[15:115] | frente/espalda fusionados, separados en x=397",543x352,ok-saved,si,si
AIM-P003-143.jpg,ok,"logo separado de bloque ancho x[15:116] | frente/espalda fusionados, separados en x=397",553x352,ok-saved,si,si
AIM-P003-144.jpg,ok,"logo separado de bloque ancho x[3:107] | frente/espalda fusionados, separados en x=397",563x364,ok-saved,si,si
AIM-P003-145.jpg,ok,"logo separado de bloque ancho x[15:115] | frente/espalda fusionados, separados en x=398",551x352,ok-saved,si,si
AIM-P003-146.jpg,ok,"logo separado de bloque ancho x[91:703] | frente/espalda fusionados, separados en x=2407",700x454,ok-saved,si,si
AIM-P003-147.jpg,ok,logo separado de bloque ancho x[16:24],399x402,ok-saved,si,si
AIM-P003-148.jpg,ok,"logo separado de bloque ancho x[15:116] | frente/espalda fusionados, separados en x=397",550x352,ok-saved,si,si
AIM-P003-149.jpg,ok,"logo separado de bloque ancho x[15:116] | frente/espalda fusionados, separados en x=397",543x352,ok-saved,si,si
AIM-P003-150.jpg,ok,"logo separado de bloque ancho x[15:115] | frente/espalda fusionados, separados en x=396",546x354,ok-saved,si,si
AIM-P003-151.jpg,ok,"logo separado de bloque ancho x[1:106] | frente/espalda fusionados, separados en x=401",574x370,ok-saved,si,si
AIM-P003-152.jpg,ok,"logo separado de bloque ancho x[15:116] | frente/espalda fusionados, separados en x=397",540x352,ok-saved,si,si
AIM-P003-153.jpg,ok,"logo separado de bloque ancho x[15:117] | frente/espalda fusionados, separados en x=400",554x353,ok-saved,si,si
AIM-P003-154.jpg,ok,"logo separado de bloque ancho x[16:132] | frente/espalda fusionados, separados en x=453",618x402,ok-saved,si,si
